Index,Time (mS),CPU Frequency (MHz),CPU 0 Load (%),CPU 3 Load (%),CPU 4 Load (%),CPU 5 Load (%),CPU Load max,Used GR3D (%),GR3D Frequency (MHz),CPU Power (mW),GPU Power (mW),DDR Power (mW),Total Power (mW)
192,19200,1728.0,16,54,8,8,54,6.0,726.0,610.0,1448.0,1577.0,4493.0
193,19300,1769.0,8,45,0,0,45,83.0,726.0,610.0,1525.0,1634.0,4627.0
194,19400,1727.0,0,70,0,0,70,0.0,726.0,610.0,1448.0,1577.0,4493.0
195,19500,1688.0,9,45,0,0,45,99.0,726.0,610.0,1525.0,1615.0,4608.0
196,19600,1728.0,9,72,0,0,72,0.0,726.0,610.0,1448.0,1577.0,4493.0
197,19700,1680.0,8,45,0,0,45,73.0,726.0,610.0,1525.0,1596.0,4589.0
198,19800,1745.0,0,27,38,0,38,6.0,726.0,610.0,1448.0,1596.0,4493.0
199,19900,1700.0,18,30,0,0,30,27.0,726.0,610.0,1448.0,1596.0,4493.0
200,20000,1750.0,54,0,0,0,54,54.0,726.0,534.0,1525.0,1615.0,4513.0
201,20100,1727.0,0,66,0,8,66,0.0,726.0,610.0,1448.0,1577.0,4474.0
202,20200,1758.0,8,33,0,8,33,99.0,726.0,534.0,1525.0,1634.0,4531.0
203,20300,1727.0,9,75,8,0,75,0.0,726.0,610.0,1448.0,1577.0,4474.0
204,20400,1771.0,0,36,0,0,36,89.0,726.0,534.0,1525.0,1615.0,4513.0
205,20500,1728.0,46,36,0,0,46,0.0,726.0,610.0,1372.0,1577.0,4321.0
206,20600,1683.0,45,0,0,0,45,97.0,726.0,534.0,1525.0,1615.0,4532.0
207,20700,1740.0,63,0,0,0,63,0.0,726.0,610.0,1448.0,1596.0,4512.0
208,20800,1682.0,54,0,0,9,54,89.0,726.0,534.0,1448.0,1596.0,4436.0
209,20900,1744.0,63,0,0,0,63,0.0,726.0,610.0,1372.0,1557.0,4301.0
210,21000,1681.0,33,10,0,9,33,64.0,726.0,610.0,1448.0,1577.0,4473.0
211,21100,1743.0,8,58,0,0,58,19.0,726.0,610.0,1448.0,1577.0,4493.0
212,21200,1727.0,9,54,0,0,54,12.0,726.0,610.0,1448.0,1577.0,4473.0
213,21300,1745.0,0,54,0,0,54,37.0,726.0,610.0,1448.0,1577.0,4474.0
214,21400,1725.0,9,63,0,0,63,0.0,726.0,610.0,1448.0,1557.0,4473.0
215,21500,1750.0,9,45,0,0,45,76.0,726.0,610.0,1525.0,1596.0,4570.0
216,21600,1727.0,0,72,9,8,72,0.0,726.0,610.0,1448.0,1557.0,4377.0
217,21700,1685.0,8,45,0,0,45,98.0,726.0,534.0,1525.0,1615.0,4512.0
218,21800,1742.0,9,60,0,9,60,0.0,726.0,610.0,1448.0,1596.0,4493.0
219,21900,1690.0,0,54,8,8,54,28.0,726.0,534.0,1525.0,1596.0,4494.0
220,22000,1728.0,9,58,9,0,58,25.0,726.0,610.0,1448.0,1596.0,4493.0
221,22100,1727.0,16,61,0,0,61,0.0,726.0,610.0,1448.0,1596.0,4493.0
222,22200,1743.0,8,45,0,0,45,85.0,726.0,534.0,1525.0,1615.0,4513.0
223,22300,1727.0,0,70,0,0,70,0.0,726.0,610.0,1448.0,1577.0,4474.0
224,22400,1677.0,9,45,0,0,45,99.0,726.0,534.0,1525.0,1615.0,4513.0
225,22500,1741.0,0,60,8,0,60,14.0,726.0,610.0,1448.0,1596.0,4493.0
226,22600,1672.0,0,54,0,9,54,99.0,726.0,534.0,1448.0,1596.0,4417.0
227,22700,1727.0,8,54,0,0,54,28.0,726.0,610.0,1448.0,1596.0,4493.0
228,22800,1689.0,9,54,8,0,54,99.0,726.0,610.0,1448.0,1596.0,4493.0
229,22900,1742.0,9,54,0,0,54,83.0,726.0,534.0,1448.0,1615.0,4436.0
230,23000,1725.0,9,63,0,0,63,0.0,726.0,610.0,1448.0,1577.0,4474.0
231,23100,1748.0,0,45,0,0,45,88.0,726.0,534.0,1448.0,1615.0,4436.0
232,23200,1692.0,9,70,0,8,70,0.0,726.0,610.0,1448.0,1577.0,4474.0
233,23300,1677.0,9,45,0,0,45,99.0,726.0,610.0,1525.0,1615.0,4589.0
234,23400,1747.0,0,69,8,0,69,0.0,726.0,610.0,1448.0,1577.0,4474.0
235,23500,1679.0,0,45,0,0,45,99.0,726.0,610.0,1525.0,1615.0,4589.0
236,23600,1746.0,0,66,0,9,66,1.0,726.0,610.0,1448.0,1577.0,4474.0
237,23700,1670.0,0,45,0,0,45,99.0,726.0,534.0,1448.0,1596.0,4417.0
238,23800,1751.0,16,58,0,8,58,48.0,726.0,610.0,1448.0,1596.0,4493.0
239,23900,1689.0,0,63,0,0,63,99.0,726.0,610.0,1525.0,1596.0,4570.0
240,24000,1745.0,0,50,0,0,50,67.0,726.0,610.0,1448.0,1596.0,4493.0
241,24100,1726.0,9,61,0,0,61,0.0,726.0,610.0,1448.0,1596.0,4493.0
242,24200,1744.0,0,40,0,0,40,99.0,726.0,610.0,1525.0,1634.0,4608.0
243,24300,1727.0,0,70,0,0,70,0.0,726.0,610.0,1448.0,1596.0,4493.0
244,24400,1673.0,9,45,0,0,45,99.0,726.0,610.0,1525.0,1615.0,4608.0
245,24500,1728.0,0,63,0,0,63,23.0,726.0,610.0,1448.0,1596.0,4512.0
246,24600,1684.0,9,54,0,0,54,99.0,726.0,610.0,1525.0,1596.0,4589.0
247,24700,1748.0,0,50,0,0,50,78.0,726.0,610.0,1448.0,1615.0,4531.0
248,24800,1724.0,8,63,0,8,63,49.0,726.0,610.0,1448.0,1596.0,4512.0
249,24900,1744.0,0,45,0,0,45,99.0,726.0,610.0,1525.0,1615.0,4608.0
250,25000,1728.0,9,63,0,0,63,8.0,726.0,610.0,1448.0,1577.0,4493.0
251,25100,1672.0,8,45,0,0,45,99.0,726.0,534.0,1525.0,1615.0,4531.0
252,25200,1744.0,0,69,0,0,69,41.0,726.0,610.0,1448.0,1596.0,4512.0
253,25300,1673.0,9,50,9,8,50,84.0,726.0,534.0,1448.0,1596.0,4436.0
254,25400,1766.0,0,54,0,0,54,99.0,726.0,534.0,1525.0,1615.0,4532.0
255,25500,1726.0,16,60,0,0,60,23.0,726.0,610.0,1448.0,1596.0,4512.0
256,25600,1751.0,0,50,0,0,50,99.0,726.0,534.0,1525.0,1615.0,4532.0
257,25700,1727.0,0,63,0,0,63,10.0,726.0,610.0,1448.0,1577.0,4493.0
258,25800,1728.0,9,45,0,0,45,99.0,726.0,534.0,1525.0,1615.0,4531.0
